label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
N,0.6972173181068022,0.41050418069942696,0.5348772001896204,0.3709355625632591,0.4319184705872824,0.29225430929679974,0.6352772646574927,0.7182716327671228,0.4945666776316532,0.34916242008067755,0.2882943688444722,0.3617209766898636,0.541651542220704,0.3155781044706628,0.5539092520606806,0.4732906006637728,0.43661188866422396,0.513724204422457,0.36593565019558827,0.5590895792553631,0.6903502574243228,0.6734625320919038,0.40458881793206425,0.39573458096971814,0.7408567530397865,0.5348920292418954,0.575261460064309,0.7808547576060236,0.4609906112990986,0.7242412520953668,0.5792216452972725,0.5539947129528491,0.25614665144432247,0.6265942321991764,0.46035368828302564,0.44106994697789054,0.47986673672260016,0.4779160150859864,0.4296570917859933,0.5290413902545978,0.37945171389534926,0.6140962377337066,0.35323643553912665,0.32858362913423544,0.764180851642147,0.6715604850049853,0.6545022787249349,0.7261051101669672,0.47080395767123023,0.7350265951792155,0.5053834876359813,0.2877663063532744,0.4468543099384832,0.4417583160436437,0.386982761429136,0.2838608170242623,0.6651994095014708,0.43784413194302507,0.7612628373513354,0.397876744861512,0.5470557196640502,0.31132529027778394,0.5121794095021414
C,0.5954189456721845,0.3757978024998366,0.696860423118446,0.4291582228437008,0.2648035522929805,0.7036542965222493,0.4955461783301085,0.2695863294249799,0.508031828459791,0.6413353388091129,0.66607884572512,0.4287557308742316,0.4045479748702554,0.6005901420083685,0.5830722520298994,0.568528352577073,0.6144994870877561,0.572104278718186,0.2703161726724262,0.5697458568788138,0.3665079521476651,0.7399049939421589,0.6815543153346327,0.5746112291575101,0.4276644674029789,0.38677170616791995,0.27006398263406994,0.2873497315541204,0.6209542399481798,0.3191448709457019,0.582950602468007,0.2954585972709708,0.5907896205101547,0.36828925459458345,0.7517680891919858,0.5519634386181661,0.638404119009184,0.2908745218642717,0.3594975241363655,0.3778394776016056,0.487044857033072,0.7438057905782605,0.3018602520549246,0.42250635751728627,0.39620352967138206,0.7029598201876108,0.7516854034923441,0.40238771039648635,0.45406385155266926,0.6045216321421814,0.6167364075362284,0.594498687264889,0.44793179685504186,0.2926119057313346,0.5682630116303323,0.5528425246427411,0.7546008683759322,0.3443767460063714,0.6892333910638464,0.38887794588456026,0.46440242419778077,0.6156012157647144,0.3295175158020748
W,0.41303828987707153,0.6246342829876709,0.40032841600350516,0.26562020491301275,0.36562547229400016,0.42266372754700055,0.556315590917767,0.4915058940148403,0.330777007933413,0.35123004091772136,0.7513336059580817,0.5877483195496994,0.3080790109267184,0.3865515785050511,0.6551646594006348,0.3890766712190307,0.6640717535529372,0.5981582749200474,0.4843285451590764,0.6123706934607146,0.2648289559242048,0.42486124835586203,0.49318308990488186,0.6427621966290209,0.6087786804352402,0.7296542649709381,0.3403760486791369,0.5828216507883218,0.6260901901464581,0.3060464471905977,0.7072515933795394,0.42459356242598034,0.6601041473936411,0.37242328240415495,0.72177243359337,0.7281876374630475,0.6529731935823239,0.3891859001796963,0.7488772294310578,0.3559164127008914,0.4040472069083251,0.3127692021364837,0.29747389768007365,0.6611042727071748,0.5773544182768398,0.4449881719371818,0.7006343847885271,0.6640133588335871,0.29623237115685636,0.6855145797062464,0.3464400877116053,0.7352173668699769,0.4573072216768326,0.30190101877508563,0.6854362405313786,0.6455377331578622,0.7210670671342798,0.739602493562206,0.7180246514301326,0.2762963153865004,0.6476323516446271,0.6358197731446629,0.3531314381507986
Z,0.7150459418494943,0.40262385608460866,0.6534997493241379,0.5230912808351813,0.324921593209697,0.5582804245851289,0.5228811959086085,0.541512528418182,0.7338634350380516,0.360905814811314,0.6372960006383843,0.7073916739697921,0.6391431289578045,0.49062851950271025,0.5298755124989327,0.5463324280627311,0.2748863764753688,0.7374188526980735,0.23399700103524804,0.2534217478161024,0.35357044952426053,0.679770136240218,0.24136192284252664,0.29206871366895887,0.36560343448438526,0.45905627885680544,0.3641723389493531,0.45888879717569003,0.38084205488603795,0.6046863863114638,0.5816917166295896,0.6352574510017993,0.6364409536358402,0.2978453613513868,0.43575685206660986,0.5195231165822076,0.32853082691893953,0.6864542432983453,0.2528060095248951,0.5838382218299276,0.6875724509782922,0.7388852328929535,0.24736263536113323,0.49558580538824654,0.559711836095273,0.5225359522928931,0.5681927017390076,0.6677348409332216,0.6916138658836015,0.4097285281274631,0.5862448500145272,0.32834009052753726,0.606622528836131,0.31995279362923945,0.6689142388953664,0.43755691341164343,0.4221128386716306,0.4828057039921866,0.5797075678646256,0.6540948642417993,0.5086235920480979,0.5468148980426456,0.6757234020230974
W,0.3771878506319226,0.6416666155101952,0.3847198038285055,0.26214140699182403,0.3777757776287693,0.3855512412744891,0.575776654629172,0.4733947817579565,0.3167908685896722,0.3903560292036634,0.7401327322940472,0.6406566946509769,0.2800343326882384,0.38099640296408926,0.6838879286530506,0.377415172286173,0.6281547734362424,0.613238261030786,0.4577954512688006,0.5927870036574332,0.2861150779373761,0.38760633798839716,0.5384813168499741,0.6650832138074735,0.6049588825606621,0.6982782431188196,0.35022458749983915,0.5852709593405047,0.6309009551496577,0.3415300601647223,0.6891369762362435,0.36974542487942813,0.6415894304575172,0.32699630120650586,0.7272846894907004,0.7499165229735947,0.6411225557971721,0.38683337985821553,0.7272898478836414,0.3443259200259991,0.39450303782042895,0.35416023840031835,0.30207337146316765,0.6258595235209484,0.5956362223049647,0.42818227220070065,0.7190889430749184,0.652845825778169,0.2943826256387291,0.6875208141177458,0.3627685048479134,0.7487686392477891,0.43109531298602766,0.3201113788053746,0.6939682654670191,0.6428380540457901,0.6830111089367694,0.7119824737233957,0.6846348940564401,0.29363837995201797,0.6548756572648209,0.6481311953636517,0.38713880362480324
K,0.70672483595379,0.549326617484411,0.7654076098195906,0.3350051846486217,0.6308661250896922,0.3030057786210979,0.6463400065392412,0.354818863326906,0.6017052277437742,0.382832444326378,0.3329250033036441,0.320005448352724,0.3164744288718149,0.5209391008544163,0.3692721193641037,0.6404668274607928,0.6479248754661124,0.6577608298150663,0.7281485734701281,0.29239822760345846,0.5387293662285474,0.5313844261014119,0.6417496628511045,0.39390457078079455,0.7510453058826455,0.2996662435912831,0.3982150196619909,0.45214801450381353,0.7290611021657194,0.6781983810002206,0.4933387351640316,0.39379054567233157,0.5172674413915368,0.3893367185504968,0.380827716235545,0.6958735802178103,0.4067984038122736,0.3491590016591494,0.6323697379509899,0.5448524317213065,0.5288878586004019,0.5315724426823972,0.3489888007423875,0.36962561006136446,0.4280566871557453,0.5814503071287249,0.287912241260617,0.7141859441237884,0.39654593645535574,0.6774712689278508,0.479948935873015,0.39782674022413494,0.4122986804198701,0.6059295512162555,0.3451801283646431,0.517823125356375,0.38931706397144145,0.5113622435375647,0.3596101991656209,0.5643093256177123,0.442629682285875,0.6000433017078537,0.6047542381870599
no,0.3264174600770085,0.47264599125615464,0.6025779626830261,0.490764803456344,0.4557819537591796,0.5959329070214755,0.35580547144989894,0.33225085528231585,0.42582724421386037,0.4416557026471717,0.6990064035628238,0.3174704462392197,0.5495582087411199,0.38795401497590554,0.298744098075636,0.4865213521320949,0.6715353166843713,0.5251398193383043,0.4343017172269974,0.4543201650728952,0.7240399059857717,0.24391351269842418,0.5736116130704237,0.3120239819725023,0.7011191729277175,0.44866880197133524,0.551704036412094,0.693896207796747,0.4928053311048619,0.6121146886299745,0.3442031209483881,0.7698748807648583,0.31919691019784074,0.3363023960333663,0.5989001088630908,0.5456282441862204,0.3406541285275215,0.6730539428963228,0.6537269252377353,0.3519623537855922,0.4664172626735539,0.32122475201496414,0.584137464131884,0.6190371166100987,0.3254040505580785,0.2941093860706667,0.36216673884699513,0.5086975290069027,0.4956055759963135,0.7174178279081251,0.3015726601353214,0.39105520916230435,0.7017811288273872,0.4541714724259848,0.6565208521302458,0.39977483811960013,0.47594188655280234,0.5941540200662521,0.6335411207380498,0.7273847511938893,0.5378187886770412,0.3231503078796952,0.4729300316363169
S,0.5143539781329479,0.48947022358738446,0.3651922881690853,0.3389403834932437,0.4175799000625588,0.3141938841820112,0.45370261902443715,0.30565342258917544,0.2662730208110111,0.28956600433165225,0.4941052065059419,0.5256067925558026,0.4112727757842374,0.46060358423717873,0.37723340066649164,0.548265012459409,0.47613296163062785,0.4285450525806407,0.24112237612669243,0.3033444245050859,0.3351217371819682,0.5994358415775177,0.6076805326173124,0.3945394722833311,0.677878496385019,0.4658044670445235,0.4192913554075113,0.6764993728133579,0.685886921546264,0.5739334953087836,0.5357328295630008,0.5319306872299925,0.5629608017801686,0.6713127691814722,0.4162791732890885,0.3159806570721765,0.7026366152244452,0.49748626272783203,0.35651704149272245,0.7359841133266021,0.5152469660856278,0.5881757243787548,0.6380643850346333,0.6436264315616891,0.6633918357840694,0.3736980853554861,0.252800838574983,0.755915349199406,0.598560578593304,0.6533388159730361,0.28907024249783564,0.6773493812500742,0.7503433077717061,0.5929374612412835,0.3579580539651507,0.69099957437734,0.36947748162003285,0.656467254453481,0.6280442397798313,0.41683599550402756,0.39838753089482903,0.28002758564251107,0.6543156299258933
yes,0.6069618675055982,0.6294731018397073,0.6616673418753224,0.7218624084325085,0.4829591931981271,0.26628013982280385,0.3697214290200494,0.4973279703388779,0.6609651363828141,0.5733010838602337,0.6393644965369213,0.46259724742882613,0.29046937556684804,0.39221438704504047,0.3529358967272791,0.5430332720003765,0.5439170754968428,0.5045879771805246,0.6461525021365626,0.42322976226368336,0.3794590114785692,0.7001469502206805,0.5293501211505851,0.5217824374223365,0.5479356817666554,0.5661610736545155,0.3657227340574085,0.7308875727858443,0.48404155250758335,0.515106061748506,0.4260938746736089,0.6553506999846338,0.6090101248863458,0.2797094113389524,0.6447440621387139,0.7068966421381949,0.5095025393436226,0.6769493319974791,0.29567871485784814,0.46302349872699844,0.5219207336951497,0.6420058473997168,0.27889677154189085,0.6918867621752852,0.29127846379599975,0.34406258273781665,0.7251192781078292,0.6507963989581929,0.3231295776196463,0.6409333229104974,0.7136782635325944,0.466663322821008,0.3117602224254303,0.5095577397025041,0.6447482706796088,0.5453647897226324,0.4354415268552159,0.3734618194337078,0.2833702175166172,0.41357890264861397,0.4980943177351485,0.34974395932235897,0.2859848577253741
U,0.47752251987707867,0.5412909794789178,0.4161916216149823,0.5269885550765695,0.32904844118496873,0.3135997418842909,0.4849715901964249,0.6116644127458635,0.5548359660986015,0.7138932554717304,0.37605540768062296,0.3743426012126323,0.6481026803832002,0.6707834953529954,0.3018551020105659,0.52322736882512,0.5283750774339651,0.6993457790511461,0.6289968165664652,0.24711490158648344,0.25781842220230916,0.2570150173203783,0.5917639421026057,0.368917925306887,0.33384660570747743,0.2719206216707106,0.4136304564106986,0.23451481030413096,0.649621752996099,0.29279151771748246,0.4947793604029766,0.36249176092843216,0.3849067884201354,0.6205345606103766,0.3967437312072101,0.43748327735079967,0.5097556134277036,0.34561634768197763,0.27272509223789165,0.5591131295997229,0.4861896002030038,0.3891455234937379,0.7488694942436445,0.6294572776850574,0.4529444211715987,0.5787579597715118,0.5235018160372513,0.39412274226902666,0.5319534750268811,0.4840636584548568,0.31707812179559425,0.4889553405937857,0.4314520442525223,0.3292617737579778,0.43874223702253995,0.7520886856678106,0.30726559529051045,0.5592966269071346,0.36516707810255294,0.532406612373848,0.5165619801720248,0.6083492649593695,0.4495490688267034
G,0.3119029686364212,0.5161562680045764,0.6106448639994982,0.6332189126971004,0.33910057499245677,0.48485258597714637,0.6910773434192146,0.6256679215782718,0.3982095205733855,0.6992501471435055,0.5334549153639111,0.5431087527245071,0.427115343214859,0.6964061622467005,0.48407969433250064,0.5653640900714694,0.2677841227597631,0.5991840732170413,0.2872521651013833,0.4083469433598549,0.6703431654618145,0.7009933905462571,0.7026649966280232,0.25314764075394697,0.43748722094235903,0.6815614503243006,0.5648185666286978,0.44510428932031454,0.511210769934525,0.5310377717761955,0.47300102161388846,0.32097538989683627,0.23880816570651653,0.45135617460267824,0.6508138483919877,0.365377324113706,0.7329166051744809,0.4462116092564097,0.3201162719103612,0.6438646166634313,0.5413028429291448,0.4207326780335665,0.46108871857643213,0.5346610534579329,0.34457661571386855,0.6192739300507012,0.3111852455147941,0.6618683468793756,0.4775204720788452,0.6802328533096331,0.32579013034514703,0.6635960173238572,0.273416788606645,0.3436740641272011,0.593759981915158,0.5599986706961146,0.6727328472550063,0.33294238939013904,0.7138398523497012,0.35558034548445855,0.45770836173402096,0.501655901788714,0.35358424250513404
N,0.7154954242808887,0.39183496511585697,0.4882302396975557,0.35780514446066763,0.45136606135452345,0.27099291536901066,0.6288772154627316,0.6754657017486003,0.4914508752004473,0.3386154393129801,0.24578804664601556,0.32197704970149355,0.48781974323491706,0.3379983595423274,0.552237004325364,0.5150621852777181,0.44574870194945354,0.543537360772886,0.35967902735223956,0.5600226717570755,0.7215067964769766,0.724672817367892,0.40930331424446864,0.4260871587097802,0.6989223502526644,0.4831928183637243,0.5584291764386474,0.7382181020392611,0.44490041710728495,0.7466363817140166,0.5365619472561558,0.5354505555718914,0.25073778213042647,0.6313597766228817,0.42110727566184,0.43219847191986477,0.4932062498442674,0.48162529803543,0.4395860729162072,0.5360563266171297,0.33861171423214864,0.6041183726590946,0.3718400315411074,0.32700236981108854,0.7430034186107706,0.6552799788644857,0.6515383848638193,0.7273466029490447,0.48562317766967983,0.7426038916157095,0.5057146668606117,0.22022085856352347,0.44877991652862737,0.4005638059832143,0.38743664545234835,0.2998226566251399,0.6271315309900665,0.47985756026749504,0.722938394222756,0.41262119444757267,0.5313509482997336,0.32437475997278153,0.5191085501580137
C,0.5915093107546654,0.39928938665176694,0.7091394538268454,0.3179091303489391,0.258986531621029,0.6901506055869355,0.5105553700061697,0.24415811088977596,0.483842666147169,0.6876171083382264,0.6212456592551154,0.4085556888992768,0.4525282475973692,0.6211947415041246,0.6043610162456331,0.5681968665593875,0.6193013760142141,0.578597604416901,0.2526034325461574,0.5711759356508128,0.41881890514598435,0.7393811537846403,0.6990689185625518,0.6453122273437065,0.40377754717248676,0.37906862437378563,0.2942165620992267,0.29599486510745093,0.6666814019183523,0.3378502005507377,0.6223382509083505,0.2732715065133748,0.599197441358972,0.3845235038458474,0.7547464465943641,0.5274500955627237,0.6031377545653819,0.30697977829177453,0.38760909748280387,0.303916781988949,0.5155689481924943,0.760220156135391,0.26207344847161057,0.44597794619907516,0.37894858634667083,0.6907125487609587,0.7110384762814977,0.40946289522169,0.4919746140460041,0.5837067240837096,0.6374052016997607,0.5599781265978259,0.44536709259165136,0.27693426435979124,0.5668253509582838,0.5850330963051057,0.7313608385328418,0.36393740921955525,0.6790217399155407,0.34043906734450896,0.4445609209269024,0.6157146412748745,0.3330614970013343
O,0.3941709002586789,0.2339302127165067,0.5216609885213165,0.26111479894674416,0.590629983131367,0.6223169718992357,0.5703345743715423,0.3967327055018012,0.6282130624833469,0.5089590551662735,0.7272844594797285,0.5542746935124263,0.3106650606669177,0.28646672627448766,0.30855484291726326,0.7307788649935376,0.607552449897375,0.44673445448168714,0.47240252559900076,0.513214236483275,0.46866484248847745,0.7065567578175522,0.3108863343798468,0.561850233199992,0.3952598272667188,0.30930676236518767,0.2588504301193279,0.6117836392502424,0.30660680886722236,0.37266631408083073,0.3095776435595021,0.4667390144311864,0.6657322602684717,0.3020383191202324,0.6879101232639374,0.2494743731013486,0.3584491646876385,0.4332022049167519,0.45425814400424913,0.5084899307276165,0.42104443986409235,0.5967154156360887,0.6554960657792744,0.637983992211379,0.6610154559888046,0.2706070403254336,0.64606337901615,0.7055859226242231,0.5137829457740802,0.6942587082877759,0.4510755872038164,0.3530316783200332,0.6080642481192515,0.3946558379554775,0.246555536156631,0.39422128530754535,0.5321560905281753,0.6845608308346952,0.47767934212227925,0.5919486719194723,0.3736480663737234,0.6015295866703089,0.6552035364758794
please,0.4884452422479506,0.31197524524169007,0.3560740439789338,0.5765967046197369,0.5336774407176351,0.5845532521461225,0.6578200176500131,0.31957210095747546,0.6345226365834915,0.5769274273929813,0.39708525679847534,0.5192389435345982,0.6359708155762857,0.4065810997357388,0.3818306090002507,0.2955626315924493,0.5076686453549454,0.6862142566474079,0.5140833257321283,0.6706351354279845,0.23970175516120215,0.5280010787775836,0.4691608717087302,0.38242862845658265,0.3763752283607255,0.28252920681422344,0.5620436597428563,0.6727705291811314,0.5611506553935056,0.5351411261834168,0.5817076055388016,0.57943745030152,0.5577722151785911,0.40765928011523833,0.5215587473907854,0.3258458801204307,0.6642236318024913,0.6701777403533099,0.6200227035633263,0.37572980869830475,0.46842247521630515,0.7159131542912741,0.5927831091734745,0.6587400725938491,0.374108037599327,0.6647452227168918,0.24696157664038232,0.3029330505613654,0.766266520664448,0.2518041004778355,0.29670346504927864,0.7111327499185967,0.37532268664263285,0.5502959523328206,0.24480603622898864,0.5394217271457087,0.2833690584474787,0.7388535716992808,0.5695295452186986,0.3287072963038033,0.6843712203915723,0.610521189125129,0.3691522987855265
E,0.38088647981008905,0.4588122096304379,0.4179180909233417,0.41294083989774705,0.44345469059161974,0.42187568208366305,0.6660904281884096,0.6959298979552538,0.37567943794527964,0.6203783516452723,0.48132265937031005,0.31786427999548944,0.2543010503107219,0.2563136339023986,0.5706706073870543,0.4784138901344147,0.5079091605128353,0.449269025091783,0.6415371334208622,0.2383190421294132,0.38402853833648243,0.48692410280642756,0.28756080106585946,0.6683909455702318,0.3316596824509143,0.6964305220156789,0.5873384513184505,0.5439318948646913,0.31075963717617006,0.3460669623728964,0.4848579639961756,0.5456234123317455,0.37351666628929553,0.7412430443258726,0.2837995367257565,0.32417755734957115,0.4848309678415651,0.7255514161292475,0.6241349512360298,0.4647152710178916,0.2915729772908076,0.7080720171017877,0.34947406337471987,0.6862450725570537,0.489978440753938,0.5086087706180097,0.34265944659150804,0.7160304628028502,0.46561760205409597,0.40804513195136893,0.5306536714083029,0.4931055422470483,0.2538101595503019,0.40698304604729774,0.3367059827056893,0.4172780986264101,0.6283077431957693,0.3537973805813097,0.6489064747838648,0.5340525379423771,0.2924070145455464,0.33060635267851746,0.5883097451149472
T,0.6922741374549597,0.4192783312316112,0.44805277894897694,0.3214136246679462,0.5934142616277364,0.5439547181853062,0.3175532727714625,0.4664479651102927,0.6521901149946215,0.3215705036533982,0.6525878741632789,0.4156441177428915,0.39574046039701377,0.4667728916035889,0.7261132815621321,0.359488294263918,0.3761377490997522,0.5062985980884313,0.4862935824031893,0.34652080913577427,0.3546005554152921,0.3190120409030283,0.4123646847440883,0.4972901694314686,0.5997486879898952,0.2741987272747795,0.3554495244322744,0.545670880381379,0.5742375200558011,0.48635519105060615,0.6598994566894143,0.513118988192693,0.7172589234696843,0.2650585150390985,0.6196769702261116,0.7670170244466241,0.34524522823840903,0.5643749410386898,0.5736457902739243,0.4544506484430807,0.48727812015799926,0.4986883367965933,0.6539022646978716,0.7130033758491836,0.30290415541497173,0.29508588354010457,0.5068450102011967,0.6816889108223317,0.7227889509648785,0.3348342920602157,0.3486981642162518,0.28441492993604844,0.7494036089672623,0.7582539460966484,0.7242189980334902,0.45073398925602604,0.5885279503436909,0.3305868901472356,0.28461310760478536,0.5170937846215519,0.6170921336199224,0.36885379237196286,0.30428589430738495
Y,0.45409176671700774,0.5232997603954951,0.555593680846276,0.6835822806105626,0.3942070595424876,0.5327057305004682,0.31150837958961225,0.2603458467541306,0.5280792239870142,0.4331609340495109,0.7122413568244468,0.48336339316610766,0.44211215841000995,0.6375775848989841,0.4516675571680292,0.39082522319371943,0.37862038232252054,0.5620423369388988,0.44899220107945953,0.6831697681866674,0.5219438097131928,0.6191990828718283,0.6151401169008314,0.42187610100534656,0.4756386981396683,0.26947616787047984,0.3634310371274272,0.6472892997369345,0.6802034669612875,0.6704179742976729,0.7633247242361166,0.7178169910261786,0.3428749071571402,0.6449009279327295,0.37818159345339025,0.6800584599055356,0.5319755819670859,0.5325710592355309,0.3788927583113348,0.3270780227197386,0.34970712101249346,0.6361892550403009,0.47315785044977887,0.310994129429275,0.2951524787136097,0.3401623761276023,0.2674610345626924,0.4691463414197534,0.6661714471684475,0.6632951303543001,0.3031339075543249,0.6764673670695207,0.6919802811595492,0.40047027295298343,0.2456287627406118,0.7074860288297335,0.6298875271032489,0.45867630029005657,0.671626838211576,0.29177745521068676,0.6277407180440294,0.3986134388058295,0.5834548380294388
Q,0.5418121367315982,0.42681794702313597,0.7497034855043279,0.44689564883137034,0.475062467535393,0.33168542114274047,0.5094180570466117,0.3402214925003733,0.5715768319863279,0.4586851114353485,0.4597430376560788,0.277064179284046,0.5513286281464456,0.22531008711551606,0.3568602267527964,0.5341950755382913,0.587207713472527,0.3016987037304695,0.5872445890021177,0.35583146947927835,0.4046783649177129,0.6436182415311021,0.5345529789334653,0.5400903293506526,0.5926606949156863,0.7515465659607615,0.3580450488053014,0.6026143589981631,0.6048560387462367,0.5910280209857401,0.6565351980569464,0.5564120279751809,0.5028234378823248,0.5687308610812568,0.4908864104166634,0.5036483122778864,0.59642523225966,0.6439723888588043,0.32043017091025544,0.5061646768025694,0.6654150323052281,0.6927129752105863,0.3572252929832818,0.48843752713007976,0.4681113509555384,0.46075958797172356,0.5762694100309851,0.6321820871447065,0.27636676903524093,0.6764587733287357,0.3847916734239572,0.5220628268791367,0.4875621294664382,0.55421083602112,0.545555123165534,0.5840560442064843,0.30270395941847483,0.6776376144853045,0.6026048733990271,0.401288036338786,0.6932765646020366,0.7431801890636518,0.7156132077014087
G,0.3122277978122059,0.5403148909546378,0.6197305370348329,0.5985313632057356,0.33255431051992873,0.5042932014873514,0.664668447332961,0.6753780495444415,0.3867785724266912,0.6855951060774419,0.49117833678661366,0.5444795646386377,0.3888149910126414,0.7142119347148627,0.4964338732198142,0.5461085610516846,0.3110439690336997,0.66585510057199,0.30700754310846456,0.3920025563203182,0.6833290269156634,0.6446532031257252,0.7248583408002715,0.26477851586536827,0.3906648476978671,0.6749477737194584,0.5821137122168235,0.435333023875858,0.5264068586619871,0.5234988130964516,0.46281740841900176,0.366745100927138,0.27231082126467254,0.4161166784362757,0.6883179873711754,0.3506161812673441,0.7135349678655032,0.4139097061960006,0.3295646810993271,0.6725425343965963,0.550247427601112,0.39601771994877166,0.46099926138428127,0.5379279294740118,0.3691944736525366,0.6600634834937723,0.33902604404755615,0.6928004774592431,0.4236364001206863,0.6890087451409156,0.2774148985920179,0.6313419803848312,0.23767918095806145,0.35546434667845644,0.5986845869602601,0.5024867794358672,0.6609632998508236,0.3271541482987704,0.6486493966656512,0.41068426306206646,0.4805741571224392,0.4771120159944331,0.3301601942095255
D,0.6392818583140444,0.3931467057325936,0.6198518298247535,0.5210552962753644,0.6084414364839301,0.7043970433074446,0.6151122835352558,0.4980007297595622,0.5173473461174279,0.3661904357260299,0.532749134272992,0.3509255450565295,0.530386452317813,0.43750049317368916,0.5099816480594804,0.322345718986269,0.24303953883257545,0.3476588270574116,0.5057935332416947,0.43275155206968097,0.44034167983156625,0.5884635629052812,0.2678249302381203,0.7475839103058249,0.5799521253750219,0.675927865979814,0.4804314331644469,0.45021747471782503,0.3695674807673326,0.7276464481658231,0.6110809299585602,0.4971500145936127,0.5161072636486973,0.5791619540041819,0.6118513378502046,0.7331627672143795,0.735691664448952,0.34147980538899675,0.5461926123093952,0.5142109402321383,0.6237884342905116,0.41207577468873346,0.4447642376542935,0.5180820937691475,0.6678250688109121,0.26200923619671945,0.4959268283313159,0.39958965128143964,0.28782314116293434,0.6118412806247366,0.7458335850809837,0.7562106631379057,0.3506495301220606,0.4017387057931022,0.5835630613059457,0.6413492496920017,0.39528902933832955,0.29896958567788057,0.5326549965171385,0.48683511487519787,0.568468088707713,0.7559707179250614,0.707648421679377
S,0.5439790007592412,0.47849194205054013,0.3951330705268111,0.362179576211186,0.44499712400747976,0.3476222137027127,0.46172550560434317,0.26876779727360633,0.27600295580967676,0.2653951908594718,0.5237787814170607,0.5313699037164691,0.3728276301519375,0.440243395597453,0.34517243992491936,0.4997621682251729,0.4486188722078089,0.39797117100276336,0.30655853685052814,0.341246134368901,0.3348736832993923,0.6263876593150367,0.6069853375154689,0.37525644529099045,0.6234076242862282,0.5006396259131938,0.37852668397079275,0.7293716270439795,0.684897788702564,0.5950086055996308,0.5278075266316149,0.5318967172491816,0.5341861497756629,0.6818439589971947,0.4489898782649064,0.27074296434525363,0.6907732451487654,0.484694253789895,0.4120654644835993,0.6634513142594008,0.5022926311858854,0.5559262329017073,0.5788260930675984,0.6737287864663231,0.682911618726289,0.32754755641731215,0.2632141146046907,0.7182897010750379,0.5550032979991391,0.5798191870118038,0.28298006320156843,0.6073874976428696,0.7378918418609881,0.5744381761532067,0.32622891186110836,0.741147954866325,0.36294663911742575,0.6294777780501749,0.6546512246697698,0.42529594096059264,0.4208761453330904,0.2565863292880665,0.692020644055806
yes,0.6150189848032325,0.605906731901862,0.6487130069223613,0.7622769948125009,0.5168621941523946,0.26992347412937956,0.3484523341368921,0.534281430135205,0.6737783311889173,0.5696215895092466,0.6200315444229099,0.42595542949956317,0.3180626171420937,0.41127703638848434,0.36784006617834253,0.562781910453252,0.5318674601332397,0.4880913784484573,0.5982546182284578,0.4236678597613921,0.33849957085407056,0.6790182353252178,0.5112918974139078,0.526802760698555,0.5515692050037402,0.5486035076662061,0.34450989530161313,0.748240924284765,0.4708749943895823,0.49730536233275846,0.43510850200657175,0.7003593558481288,0.5846942071069101,0.2567814325166031,0.647131681757928,0.6652667762397608,0.4751052331078366,0.6892064701880223,0.297614744414744,0.4904603308394444,0.5610489134690376,0.6301617153570197,0.2675959779898801,0.6268920780290244,0.29626187827806,0.33106752418423924,0.7171389023318965,0.639946536204928,0.2814588281477867,0.6841005894700208,0.7189753176805003,0.46708689212812227,0.34809873408564207,0.527877785123022,0.645351280065744,0.579303265424613,0.4859595082690144,0.3747926456538459,0.28572093255230563,0.39267432087986764,0.4890578952896809,0.3224801494322756,0.31021264724568287
R,0.37254955407896595,0.3651003141687856,0.6745519312232737,0.34185534958831304,0.6311767530950291,0.41304918021793324,0.7260745593408958,0.442883488869497,0.4937836748391455,0.34870837659488424,0.4877875708217815,0.7240475775067579,0.6881709806772717,0.672120047440068,0.5024613092673403,0.5033879685835131,0.6644060749289484,0.4310297577136416,0.4531091964355305,0.725094968715412,0.6549787262368222,0.4607948755938255,0.41006492199939165,0.4495832281244776,0.5948614831140008,0.6307022824509979,0.6026844286881602,0.5566102349787629,0.3939242900943471,0.3950525085663744,0.4392699882415405,0.46209258714006457,0.39345405399225425,0.5812927884868441,0.2491665501140698,0.6238201423192865,0.559323624908577,0.5630244944060203,0.7823022415326195,0.38726522356229043,0.5253268133228103,0.29938990172123175,0.6524297805217275,0.6057038836480124,0.2978334140041196,0.44311198014136016,0.30398470098515135,0.43170425434558807,0.3463632226413543,0.2648838808687088,0.37510780414705525,0.3473267450782313,0.47263839466957724,0.5286854509770077,0.29704412555975906,0.71258424696106,0.5217672461184314,0.5167524581094467,0.48634867928161657,0.2619925920613411,0.5048389662120019,0.6220413167650818,0.4134789948081027
